Gene_ID,Locus_Tag,Feature_Type,Name,BlastRules,COG,EC,GO,KEGG,NCBIFam,PFAM,RFAM,RefSeq,SO,UniParc,UniRef
MPDKNC_01235,MPDKNC_01235,CDS,ABC transporter ATP-binding protein,,COG1132|V,,,,,,,WP_238283916.1,0001217,UPI001EE29CD9,UniRef100_UPI001EE29CD9|UniRef50_A0A0M0G586|UniRef90_A0A0M0G586
MPDKNC_01236,MPDKNC_01236,CDS,histidine kinase,,COG5806|DT,,,,,,,WP_238283917.1,0001217,UPI001EE254A7,UniRef100_UPI001EE254A7|UniRef50_A0A3Q9RM27|UniRef90_A0A0M0G448
MPDKNC_01237,MPDKNC_01237,CDS,Cupin type-2 domain-containing protein,,COG0662|G,,,,,,,,0001217,,UniRef50_A0A1H3W808|UniRef90_A0A0M0G6D8
MPDKNC_01238,MPDKNC_01238,CDS,Bcr/CflA family efflux transporter,,COG2814|G,,,K07552,,,,WP_056534241.1,0001217,UPI0006FE9E7C,UniRef100_A0A5D4RZZ8|UniRef50_P96709|UniRef90_A0A0J5Y8S0
MPDKNC_01239,MPDKNC_01239,CDS,N-acetyltransferase domain-containing protein,,COG0456|J,,,,,,,WP_148985186.1,0001217,UPI0011E8BB6F,UniRef100_A0A5D4RUZ9|UniRef50_A0A0M0G749|UniRef90_A0A0M0G749
MPDKNC_01240,MPDKNC_01240,CDS,Phospholipid phosphatase,,COG0671|I,,,,,,,WP_238283919.1,0001217,UPI001EE1C436,UniRef100_UPI001EE1C436|UniRef50_A0A0M0G4V5|UniRef90_A0A0M0G4V5
MPDKNC_01241,MPDKNC_01241,CDS,Class I SAM-dependent methyltransferase,,,,,,,,,WP_238283920.1,0001217,UPI001EE2DEDB,UniRef100_UPI001EE2DEDB|UniRef50_A0A163LQZ6|UniRef90_A0A5D4RUV3
MPDKNC_01242,MPDKNC_01242,CDS,Lipoprotein,,,,,,,,,WP_238283921.1,0001217,UPI001EE21E18,UniRef100_UPI001EE21E18|UniRef50_A0A5D4RZW0|UniRef90_UPI001EE21E18
MPDKNC_01243,MPDKNC_01243,CDS,GNAT family N-acetyltransferase,,,,,,,,,,0001217,,UniRef50_A0A5D4RV41|UniRef90_A0A5D4RV41
MPDKNC_01244,MPDKNC_01244,CDS,toxin-antitoxin system YwqK family antitoxin,,,,,,,,,WP_238283922.1,0001217,UPI001EE2DC3B,UniRef100_UPI001EE2DC3B|UniRef50_A0A0J5SCB1|UniRef90_UPI001EE2DC3B
MPDKNC_01245,MPDKNC_01245,CDS,HTH lysR-type domain-containing protein,,COG0583|K,,,,,,,WP_238283923.1,0001217,UPI001EE15D06,UniRef100_UPI001EE15D06|UniRef50_A0A0M0G4V1|UniRef90_A0A0M0G4V1
MPDKNC_01246,MPDKNC_01246,CDS,putative membrane transporter protein,,COG0730|P,,,,,,,WP_053428191.1,0001217,UPI0006A9F9D6,UniRef100_A0A0M0G578|UniRef50_A0A0M0G578|UniRef90_A0A0M0G578
MPDKNC_01247,MPDKNC_01247,CDS,hypothetical protein,,,,,,,,,WP_238283924.1,0001217,UPI001EE2159A,UniRef100_UPI001EE2159A|UniRef50_A0A5D4RZG4|UniRef90_A0A5D4RZG4
MPDKNC_01248,MPDKNC_01248,CDS,VTT domain-containing protein,,COG0586|M,,,K03975,,,,,0001217,,UniRef50_O31453|UniRef90_A0A0J5SDS3
MPDKNC_01249,MPDKNC_01249,CDS,MarR family transcriptional regulator,,COG1846|K,,,,,,,WP_238283925.1,0001217,UPI001EE17C12,UniRef100_UPI001EE17C12|UniRef50_A0A0J5W0J5|UniRef90_A0A0J5W0J5
MPDKNC_01250,MPDKNC_01250,CDS,MFS transporter,,COG2814|G,,,,,,,,0001217,,UniRef50_A0A5D4RZX2|UniRef90_A0A5D4RZX2
MPDKNC_01251,MPDKNC_01251,CDS,hypothetical protein,,,,,,,,,WP_079515208.1,0001217,UPI0009A826CB,UniRef100_UPI0009A826CB|UniRef50_A0A5D4RV52|UniRef90_A0A5D4RV52
MPDKNC_01252,MPDKNC_01252,CDS,Peptidase S9 prolyl oligopeptidase catalytic domain-containing protein,,COG1506|E,,,,,,,,0001217,,UniRef50_A0A165L131|UniRef90_A0A165L131
MPDKNC_01253,MPDKNC_01253,CDS,transglutaminase-like domain-containing protein,,,,,,,,,WP_238283927.1,0001217,UPI001EE28A49,UniRef100_UPI001EE28A49|UniRef50_UPI00064FBBD7|UniRef90_UPI001EE28A49
MPDKNC_01254,MPDKNC_01254,CDS,DUF1672 domain-containing protein,,,,,,,,,WP_238283928.1,0001217,UPI001EE34438,UniRef100_UPI001EE34438|UniRef50_A0A163LQT9|UniRef90_A0A5D4RXR1
MPDKNC_01255,MPDKNC_01255,CDS,DUF1672 domain-containing protein,,,,,,,,,WP_238283929.1,0001217,UPI001EE20AEB,UniRef100_UPI001EE20AEB|UniRef50_A0A161THU7|UniRef90_A0A161THU7
MPDKNC_01256,MPDKNC_01256,CDS,SA1320 family protein,,,,,,,,,WP_238283930.1,0001217,UPI001EE3034D,UniRef100_UPI001EE3034D|UniRef50_A0A165L110|UniRef90_UPI003458C2D0
MPDKNC_01257,MPDKNC_01257,CDS,DUF1672 domain-containing protein,,,,,,,,,WP_238283931.1,0001217,UPI001EE17231,UniRef100_UPI001EE17231|UniRef50_A0A163LQT9|UniRef90_A0A5D4RZH4
MPDKNC_01258,MPDKNC_01258,CDS,histidine kinase,,COG3290|T,2.7.13.3,,K11637,,,,WP_238283932.1,0001217,UPI001EE3444B,UniRef100_UPI001EE3444B|UniRef50_A0A0B4RFS0|UniRef90_A0A0M0G4U8
MPDKNC_01259,MPDKNC_01259,CDS,Transcriptional regulator,,COG4565|KT,,,K11638,,,,WP_238283933.1,0001217,UPI001EE39996,UniRef100_UPI001EE39996|UniRef50_O34534|UniRef90_A0A0M0G573
MPDKNC_01260,MPDKNC_01260,CDS,Glyoxalase,,COG0346|Q,,,,,,,WP_238283934.1,0001217,UPI001EE1B42D,UniRef100_UPI001EE1B42D|UniRef50_A0A511ZMA1|UniRef90_A0A0M0G432
MPDKNC_01261,MPDKNC_01261,CDS,ADP-ribose pyrophosphatase,,COG1051|F,,,,,,,WP_238283935.1,0001217,UPI001EE1E2E2,UniRef100_UPI001EE1E2E2|UniRef50_M7NEG1|UniRef90_A0A0M0G464
MPDKNC_01262,MPDKNC_01262,CDS,ATP-binding protein,,COG4639|R,,,,,,,WP_238283936.1,0001217,UPI001EE233BF,UniRef100_UPI001EE233BF|UniRef50_A0A0M0G497|UniRef90_A0A0M0G497
MPDKNC_01263,MPDKNC_01263,CDS,Methyltransferase type 11 domain-containing protein,,COG2226|HJ,,,,,,,WP_238283937.1,0001217,UPI001EE18318,UniRef100_UPI001EE18318|UniRef50_A0A9X2BBF3|UniRef90_A0A0M0G4U5
MPDKNC_01264,MPDKNC_01264,CDS,DUF664 domain-containing protein,,COG2318|Q,,,,,,,WP_238283938.1,0001217,UPI001EE36D1D,UniRef100_UPI001EE36D1D|UniRef50_A0A0M0G566|UniRef90_A0A0M0G566
MPDKNC_01265,MPDKNC_01265,CDS,LD-carboxypeptidase,,,3.4.17.13,,K01297,,,,WP_238283939.1,0001217,UPI001EE3801C,UniRef100_UPI001EE3801C|UniRef50_Q47511|UniRef90_A0A5D4RXR9
MPDKNC_01266,MPDKNC_01266,CDS,N-acetyltransferase domain-containing protein,,COG2153|R,,,,,,,WP_238283940.1,0001217,UPI001EE29DDE,UniRef100_UPI001EE29DDE|UniRef50_P37500|UniRef90_A0A0M0G459
MPDKNC_01267,MPDKNC_01267,CDS,3-ketoacyl-ACP reductase,,COG0300|R,,0016491,,,,,WP_148985203.1,0001217,UPI0011E97ABF,UniRef100_A0A5D4RV25|UniRef50_A0A0M0LHG7|UniRef90_A0A0M0G493
MPDKNC_01268,MPDKNC_01268,CDS,VOC domain-containing protein,,,,,,,,,WP_337946933.1,0001217,UPI00308028CE,UniRef100_UPI00308028CE|UniRef50_A0A0M0G4U2|UniRef90_A0A0M0G4U2
MPDKNC_01269,MPDKNC_01269,CDS,GCN5 family acetyltransferase,,,,,,,,,WP_337946934.1,0001217,UPI0030801B89,UniRef100_UPI0030801B89|UniRef50_A0A0M0G745|UniRef90_A0A0M0G745
MPDKNC_01270,MPDKNC_01270,CDS,Group-specific protein,,,,,,,,,,0001217,,UniRef50_A0A0M0G7B8|UniRef90_A0A0M0G7B8
MPDKNC_01271,MPDKNC_01271,CDS,DinB-like domain-containing protein,,,,,,,,,WP_238283942.1,0001217,UPI001EE2DBB0,UniRef100_UPI001EE2DBB0|UniRef50_A0A7W4LUA9|UniRef90_A0A0J5SIM7
MPDKNC_01272,MPDKNC_01272,CDS,cysteine hydrolase family protein,,,2.3.1.82,,K00663,,,,,0001217,,UniRef50_A0A0M0G632|UniRef90_UPI001EE33D89
MPDKNC_01273,MPDKNC_01273,CDS,ABC-2 family transporter protein,,,,,,,,,WP_238283944.1,0001217,UPI001EE34766,UniRef100_UPI001EE34766|UniRef50_A0A5D4RV74|UniRef90_UPI001EE34766
MPDKNC_01274,MPDKNC_01274,CDS,GntR family transcriptional regulator,,COG1725|K,,,K07979,,,,WP_048005151.1,0001217,UPI00064EBE41,UniRef100_A0A0J5V9A6|UniRef50_A0A0B5ANM0|UniRef90_A0A0J5V9A6
MPDKNC_01275,MPDKNC_01275,CDS,ABC transporter domain-containing protein,,COG1131|JV,,,,,,,WP_238283945.1,0001217,UPI001EE3845C,UniRef100_UPI001EE3845C|UniRef50_A0A0B5AM18|UniRef90_A0A0M0G490
MPDKNC_01276,MPDKNC_01276,CDS,ABC transporter ATP-binding protein,,COG4152|R,,,,,,,WP_238283946.1,0001217,UPI001EE2B9AA,UniRef100_UPI001EE2B9AA|UniRef50_A0A0D0G539|UniRef90_A0A0M0G4T4
MPDKNC_01277,MPDKNC_01277,CDS,ABC-2 type transporter transmembrane domain-containing protein,,COG1668|CP,,,,,,,,0001217,,UniRef50_A0A0B5AHP7|UniRef90_A0A0M0G656
MPDKNC_01278,MPDKNC_01278,CDS,2'-5' RNA ligase family protein,,,,,,,,,WP_238283948.1,0001217,UPI001EE278C5,UniRef100_UPI001EE278C5|UniRef50_A0A0M0G558|UniRef90_A0A0M0G558
MPDKNC_01279,MPDKNC_01279,CDS,Peptidase M3A/M3B catalytic domain-containing protein,,COG1164|E,3.4.24.-,,K08602,,,,,0001217,,UniRef50_A0A163LQM0|UniRef90_A0A163LQM0
MPDKNC_01280,MPDKNC_01280,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_01281,MPDKNC_01281,CDS,Alpha/beta hydrolase,,,,,,,,,WP_238283950.1,0001217,UPI001EE1DAC1,UniRef100_UPI001EE1DAC1|UniRef50_A0A7M2QQ42|UniRef90_A0A5D4RZJ4
MPDKNC_01282,MPDKNC_01282,CDS,DUF4179 domain-containing protein,,,,,,,,,WP_238283951.1,0001217,UPI001EE30581,UniRef100_UPI001EE30581|UniRef50_A0A0M0G484|UniRef90_A0A165L0T3
MPDKNC_01283,MPDKNC_01283,CDS,CXXC-20-CXXC protein,,,,,,,,,WP_179125748.1,0001217,UPI0015C4213A,UniRef100_UPI0015C4213A|UniRef50_A0A0M0G4S9|UniRef90_A0A0M0G4S9
MPDKNC_01284,MPDKNC_01284,CDS,N-acetyltransferase domain-containing protein,,COG1670|JO,2.3.1.-|2.3.1.53,,K03825,,,,WP_079515241.1,0001217,UPI0009A60667,UniRef100_UPI0009A60667|UniRef50_A0A0M0G551|UniRef90_A0A0M0G551
MPDKNC_01285,MPDKNC_01285,CDS,DNA mismatch repair protein MutT,,COG1051|F,,,,,,,WP_238283952.1,0001217,UPI001EE28A10,UniRef100_UPI001EE28A10|UniRef50_R8QSD3|UniRef90_A0A163LQK2
MPDKNC_01286,MPDKNC_01286,CDS,DUF421 domain-containing protein,,,,,,,,,WP_238283953.1,0001217,UPI001EE26C1A,UniRef100_UPI001EE26C1A|UniRef50_A0A0M0G446|UniRef90_UPI00345DA05B
MPDKNC_01287,MPDKNC_01287,CDS,Spermidine acetyltransferase,,COG1670|JO,,,,,,,,0001217,,UniRef50_S2XFL8|UniRef90_A0A0M0G6C8
MPDKNC_01288,MPDKNC_01288,CDS,DUF4083 domain-containing protein,,,,,,,,,,0001217,,UniRef50_A0A0M0G480|UniRef90_A0A0M0G480
MPDKNC_01289,MPDKNC_01289,CDS,RNA polymerase sigma factor,,,,,,,,,WP_238283956.1,0001217,UPI001EE191A5,UniRef100_UPI001EE191A5|UniRef50_A0A0M0G546|UniRef90_UPI0028533B7F
MPDKNC_01290,MPDKNC_01290,CDS,CPBP family intramembrane metalloprotease,,COG1266|O,,,,,,,WP_238283957.1,0001217,UPI001EE37D03,UniRef100_UPI001EE37D03|UniRef50_A0A5D4S046|UniRef90_A0A5D4S046
MPDKNC_01291,MPDKNC_01291,CDS,MFS transporter,,,,,,,,,WP_238283958.1,0001217,UPI001EE22150,UniRef100_UPI001EE22150|UniRef50_S2XH49|UniRef90_A0A0M0G411
MPDKNC_01292,MPDKNC_01292,CDS,HTH arsR-type domain-containing protein,,COG0640|K,,,,,,,WP_238283959.1,0001217,UPI001EE19419,UniRef100_UPI001EE19419|UniRef50_A0A0M0G442|UniRef90_A0A0M0G442
MPDKNC_01293,MPDKNC_01293,CDS,Tricarboxylic transport TctC,,C|COG3181,,,,,,,WP_056534325.1,0001217,UPI0006F3076F,UniRef100_A0A5D4RUZ8|UniRef50_Q5WJA3|UniRef90_A0A0M0G475
MPDKNC_01294,MPDKNC_01294,CDS,DUF1468 domain-containing protein,,,,,K07794,,,,WP_238283960.1,0001217,UPI001EE2944C,UniRef100_UPI001EE2944C|UniRef50_L5NDP8|UniRef90_A0A0M0G4S2
MPDKNC_01295,MPDKNC_01295,CDS,Transporter,,COG3333|R,,,,,,,WP_056534327.1,0001217,UPI0007023209,UniRef100_A0A5D4RV93|UniRef50_A0A060LTB6|UniRef90_A0A0M0G542
MPDKNC_01296,MPDKNC_01296,CDS,hypothetical protein,,,,,,,,,WP_238283961.1,0001217,UPI001EE1D3AC,UniRef100_UPI001EE1D3AC|UniRef50_A0A0M0G407|UniRef90_A0A5D4RZD2
MPDKNC_01297,MPDKNC_01297,CDS,hypothetical protein,,,,,,,,,WP_238283962.1,0001217,UPI001EE22F65,UniRef100_UPI001EE22F65|UniRef50_A0A0M0G438|UniRef90_A0A5D4RX06
MPDKNC_01298,MPDKNC_01298,CDS,Cation transporter,,COG0053|P,,,,,,,WP_056534333.1,0001217,UPI0006F2614D,UniRef100_A0A5D4RW88|UniRef50_G2ZF31|UniRef90_A0A0M0G470
MPDKNC_01299,MPDKNC_01299,CDS,GNAT family N-acetyltransferase,,,,,,,,,WP_238283963.1,0001217,UPI001EE20F0D,UniRef100_UPI001EE20F0D|UniRef50_A0A0M0G4R8|UniRef90_A0A5D4RXU7
MPDKNC_01300,MPDKNC_01300,CDS,Alpha/beta hydrolase,,COG0596|HR,,,,,,,WP_079515253.1,0001217,UPI0009A638CA,UniRef100_A0A5D4S056|UniRef50_O06734|UniRef90_A0A0M0G405
MPDKNC_01301,MPDKNC_01301,CDS,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,,COG2265|J,2.1.1.190,0008649,K03215,,,,,0001217,,UniRef50_A0A0C2HKR2|UniRef90_A0A5D4RXL2
MPDKNC_01302,MPDKNC_01302,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_01303,MPDKNC_01303,CDS,Histidine phosphatase family protein,,,,,,,,,WP_238283964.1,0001217,UPI001EE33E63,UniRef100_UPI0009A86445|UniRef50_A0A0M0G461|UniRef90_A0A0M0G461
MPDKNC_01304,MPDKNC_01304,CDS,ATP synthase F0 subunit 8,,,,,,,,,WP_238283965.1,0001217,UPI001EE26551,UniRef100_UPI001EE26551|UniRef50_A0A6I6USL9|UniRef90_UPI001EE26551
MPDKNC_01305,MPDKNC_01305,CDS,Helix-turn-helix domain-containing protein,,,,,,,,,WP_238283966.1,0001217,UPI001EE20060,UniRef100_UPI001EE20060|UniRef50_A0A0M0G4P3|UniRef90_A0A0M0G4P3
MPDKNC_01306,MPDKNC_01306,CDS,Phosphatidylserine synthase,,,,,,,,,WP_238283967.1,0001217,UPI001EE170EA,UniRef100_UPI001EE170EA|UniRef50_A0A0M0G531|UniRef90_A0A0M0G531
MPDKNC_01307,MPDKNC_01307,CDS,ABC transporter ATP-binding protein,,,,,,,,,WP_079515258.1,0001217,UPI0009A88701,UniRef100_A0A5D4RVA4|UniRef50_A0A2S0K287|UniRef90_A0A0M0G401
MPDKNC_01308,MPDKNC_01308,CDS,ABC transporter permease,,,,,,,,,,0001217,,UniRef50_A0A0M0G429|UniRef90_A0A0M0G429
MPDKNC_01309,MPDKNC_01309,CDS,GNAT family N-acetyltransferase,,,,,,,,,WP_238283968.1,0001217,UPI001EE24527,UniRef100_UPI001EE24527|UniRef50_A0A0M0G457|UniRef90_UPI0034574459
MPDKNC_01310,MPDKNC_01310,CDS,Acetyltransferase,,COG0456|J,,,,,,,WP_238283969.1,0001217,UPI001EE328CE,UniRef100_UPI001EE328CE|UniRef50_A0A0J1HYX4|UniRef90_A0A0M0G7B4
MPDKNC_01311,MPDKNC_01311,CDS,hypothetical protein,,,,,,,,,,0001217,,UniRef50_UPI002041B50E|UniRef90_UPI002041B50E
MPDKNC_01312,MPDKNC_01312,CDS,hypothetical protein,,,,,,,,,WP_238283970.1,0001217,UPI001EE2010D,UniRef100_UPI001EE2010D|UniRef50_UPI001EE2010D|UniRef90_UPI001EE2010D
MPDKNC_01313,MPDKNC_01313,CDS,DoxX family protein,,,,,,,,,WP_238283971.1,0001217,UPI001EE2B88F,UniRef100_UPI001EE2B88F|UniRef50_A0A0M0G627|UniRef90_A0A0M0G627
MPDKNC_01314,MPDKNC_01314,CDS,DUF1836 domain-containing protein,,,,,,,,,WP_238283972.1,0001217,UPI001EE2F393,UniRef100_UPI001EE2F393|UniRef50_A0A6F8TNL9|UniRef90_A0A0M0G528
MPDKNC_01315,MPDKNC_01315,CDS,protease HtpX,,COG0501|O,3.4.24.-,0004222|0006508,,,,,WP_148985222.1,0001217,UPI0011E8BBCE,UniRef100_A0A5D4S066|UniRef50_Q9K9E6|UniRef90_A0A0M0G3Z8
MPDKNC_01316,MPDKNC_01316,CDS,Protein adenylyltransferase SelO,,COG0397|O,2.7.7.108,,K08997,,,,,0001217,,UniRef50_Q81YI0|UniRef90_A0A0M0G422
MPDKNC_01317,MPDKNC_01317,CDS,hydroxyethylthiazole kinase,,COG2145|H,2.7.1.50,0004417|0009228,K00878,,,,WP_148985224.1,0001217,UPI0011E8BE75,UniRef100_A0A5D4RZM4|UniRef50_A8FIR7|UniRef90_A0A0M0G449
MPDKNC_01318,MPDKNC_01318,CDS,Thiamine-phosphate synthase,,,,,,,,,WP_238283974.1,0001217,UPI001EE1FC89,UniRef100_UPI001EE1FC89|UniRef50_A0A1D7QT62|UniRef90_A0A0M0G4N4
MPDKNC_01319,MPDKNC_01319,CDS,Integrase,,COG4974|L,,,,,,,WP_056534368.1,0001217,UPI0006FF0CAC,UniRef100_A0A5D4S027|UniRef50_D3FWL4|UniRef90_A0A0M0G523
MPDKNC_01320,MPDKNC_01320,CDS,Histidine kinase,,COG2205|T,,,,,,,WP_048005115.1,0001217,UPI00064ECDB7,UniRef100_A0A0J5TF24|UniRef50_A0A2S0K6A0|UniRef90_A0A0M0G3Z3
MPDKNC_01321,MPDKNC_01321,CDS,Na+/H+ antiporter subunit A,,COG2111|P,,0051139|0098662,,,,,WP_238283975.1,0001217,UPI001EE3291A,UniRef100_UPI001EE3291A|UniRef50_Q9K2S2|UniRef90_A0A0M0G419
MPDKNC_01322,MPDKNC_01322,CDS,Cation:proton antiporter,,COG2111|P,,,,,,,WP_048005113.1,0001217,UPI00064F4A81,UniRef100_A0A0J5VG00|UniRef50_F9DWY6|UniRef90_A0A0J5VG00
MPDKNC_01323,MPDKNC_01323,CDS,Na(+)/H(+) antiporter subunit C,,COG1006|P,,0006812|0008324,,,,,WP_048005112.1,0001217,UPI00064ECADD,UniRef100_A0A0J5TEE5|UniRef50_O05260|UniRef90_A0A0J5TEE5
MPDKNC_01324,MPDKNC_01324,CDS,Na+/H+ antiporter subunit D,,COG0651|CP,,0008137|0015297|0042773,,,,,WP_148985226.1,0001217,UPI0011E8BA39,UniRef100_A0A5D4RXW5|UniRef50_O05229|UniRef90_A0A0M0G520
MPDKNC_01325,MPDKNC_01325,CDS,Monovalent cation/H+ antiporter subunit E,,COG1863|P,,,,,,,WP_148985227.1,0001217,UPI0011E95564,UniRef100_A0A5D4S076|UniRef50_A0A091A6S3|UniRef90_A0A0M0G3Y8
MPDKNC_01326,MPDKNC_01326,CDS,Na(+)/H(+) antiporter subunit F1,,COG2212|P,,,,,,,WP_048015147.1,0001217,UPI00064FD508,UniRef100_A0A0J5V9E6|UniRef50_Q9RGZ0|UniRef90_A0A0J5V9E6
MPDKNC_01327,MPDKNC_01327,CDS,monovalent cation/H(+) antiporter subunit G,,COG1320|P,,0015297|0051139|0098662,,,,,WP_148985228.1,0001217,UPI0011E96AB7,UniRef100_A0A5D4RZN4|UniRef50_A0A0M0G443|UniRef90_A0A0M0G443
MPDKNC_01328,MPDKNC_01328,CDS,hypothetical protein,,,,,,,,,WP_148985229.1,0001217,UPI0011E98A90,UniRef100_A0A5D4RV26|UniRef50_A0A0M0G4M6|UniRef90_A0A0M0G4M6
MPDKNC_01329,MPDKNC_01329,CDS,endonuclease VIII,,COG0266|L,3.2.2.-|4.2.99.18,0000703|0003677|0006281|0008270|0140078,K05522,,,,WP_238284392.1,0001217,UPI001EE2AD54,UniRef100_UPI001EE2AD54|UniRef50_A0A926PI17|UniRef90_A0A165L0D4
MPDKNCJOEG_186,,regulatory_region,SAM riboswitch aptamer (S box leader),,,,,,,,RF00162,,0000140,,
MPDKNC_01330,MPDKNC_01330,CDS,S-methylmethionine permease,,COG0833|E,,0055085,K16235,,,,WP_238283976.1,0001217,UPI001EE2ABEE,UniRef100_UPI001EE2ABEE|UniRef50_P42087|UniRef90_A0A5D4RVC4
MPDKNC_01331,MPDKNC_01331,CDS,homocysteine S-methyltransferase,,COG2040|E,2.1.1.10,0009086|0047150,K00547,,,,WP_238283977.1,0001217,UPI001EE1787F,UniRef100_UPI001EE1787F|UniRef50_O31463|UniRef90_A0A0M0G409
MPDKNC_01332,MPDKNC_01332,CDS,ATP synthase F0 subunit C,,,7.1.2.2,0015078|0015986|0045263,,,,,WP_156450603.1,0001217,UPI000AAD4882,UniRef100_UPI000AAD4882|UniRef50_A0A5D4RX35|UniRef90_A0A5D4RX35
MPDKNC_01333,MPDKNC_01333,CDS,Serine hydrolase,,,,,,,,,WP_238283979.1,0001217,UPI001EE27105,UniRef100_UPI001EE27105|UniRef50_A0A0M0G518|UniRef90_A0A5D4RXX5
MPDKNC_01334,MPDKNC_01334,CDS,VOC domain-containing protein,,COG3324|R,,,,,,,WP_238283980.1,0001217,UPI001EE35D5D,UniRef100_UPI001EE35D5D|UniRef50_A0A0M0G3Y1|UniRef90_A0A0M0G3Y1
MPDKNC_01335,MPDKNC_01335,CDS,Metallo-beta-lactamase domain-containing protein,,,,,,,,,WP_238283981.1,0001217,UPI001EE1CEB8,UniRef100_UPI001EE1CEB8|UniRef50_O31787|UniRef90_A0A0M0G402
MPDKNC_01336,MPDKNC_01336,CDS,DUF2178 domain-containing protein,,,,,,,,,WP_238283982.1,0001217,UPI001EE2B211,UniRef100_UPI001EE2B211|UniRef50_A0A0M0G431|UniRef90_A0A0M0G431
MPDKNC_01337,MPDKNC_01337,CDS,XRE family transcriptional regulator,,COG1476|K,,,,,,,WP_056534391.1,0001217,UPI0006FE497B,UniRef100_A0A5D4RV35|UniRef50_U6EEF2|UniRef90_A0A0J5UNY1
MPDKNC_01338,MPDKNC_01338,CDS,RNA methyltransferase,,,,,,,,,,0001217,,UniRef50_A0A147KBW0|UniRef90_A0A0M0G653
MPDKNC_01339,MPDKNC_01339,CDS,Fatty acid desaturase,,COG3239|I,1.14.19.23|1.14.19.45,,K10255,,,,WP_056534393.1,0001217,UPI0006FF6CAC,UniRef100_A0A5D4RVD8|UniRef50_O34653|UniRef90_A0A0M0G517
MPDKNC_01340,MPDKNC_01340,CDS,Response regulatory domain-containing protein,,COG2197|TK,,,,,,,WP_238283984.1,0001217,UPI001EE2D15F,UniRef100_UPI001EE2D15F|UniRef50_A0A161RUU7|UniRef90_A0A161RUU7
MPDKNC_01341,MPDKNC_01341,CDS,DNA-binding protein,,COG1609|K,,,,,,,WP_238283985.1,0001217,UPI001EE33C34,UniRef100_UPI001EE33C34|UniRef50_A0A2X4WJJ6|UniRef90_A0A0M0G3X8
MPDKNC_01342,MPDKNC_01342,CDS,PTS sugar transporter subunit IIA,,COG1264|G,,,,,,,,0001217,,UniRef50_A0A7Z7QMJ8|UniRef90_A0A0M0G3Z4
MPDKNC_01343,MPDKNC_01343,CDS,Sucrose-6-phosphate hydrolase,,,,,,,,,WP_238283987.1,0001217,UPI001EE2B234,UniRef100_UPI001EE2B234|UniRef50_P07819|UniRef90_A0A0M0G428
MPDKNC_01344,MPDKNC_01344,CDS,Inorganic phosphate transporter,,COG0306|P,,,K03306,,,,WP_053428115.1,0001217,UPI0006A9AA85,UniRef100_A0A0M0G4L5|UniRef50_O34436|UniRef90_A0A0M0G4L5
MPDKNC_01345,MPDKNC_01345,CDS,DUF47 domain-containing protein,,COG1392|P,,,,,,,WP_056534403.1,0001217,UPI0006FBF22D,UniRef100_A0A5D4RV91|UniRef50_O34454|UniRef90_A0A0J5UJ39
MPDKNC_01346,MPDKNC_01346,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_01347,MPDKNC_01347,CDS,Sec-independent protein translocase protein TatA,,COG1826|U,,,,,,,WP_238283988.1,0001217,UPI001EE2B777,UniRef100_UPI001EE2B777|UniRef50_A0A0Q3WV53|UniRef90_A0A0J5WF13
MPDKNC_01348,MPDKNC_01348,CDS,YwqI/YxiC family protein,,,,,,,,,WP_056534405.1,0001217,UPI0006FCA7E1,UniRef100_A0A5D4RV44|UniRef50_A0A5D4RV44|UniRef90_A0A5D4RV44
MPDKNC_01349,MPDKNC_01349,CDS,LXG domain-containing protein,,COG5444|V,3.1.-.-,,K21493,,,,WP_238283989.1,0001217,UPI001EE208AD,UniRef100_UPI001EE208AD|UniRef50_A0A161TX82|UniRef90_A0A0M0G417
MPDKNC_01350,MPDKNC_01350,CDS,ABC transporter ATPase,,,,,,,,,WP_238283990.1,0001217,UPI001EE1A3E0,UniRef100_UPI001EE1A3E0|UniRef50_A0A5D4RVE7|UniRef90_A0A5D4RVE7
MPDKNC_01351,MPDKNC_01351,CDS,DUF5085 domain-containing protein,,,,,,,,,WP_056534409.1,0001217,UPI0006F8E9B8,UniRef100_A0A5D4RZI1|UniRef50_A0A3A1QQI6|UniRef90_A0A0M0G6C4
MPDKNC_01352,MPDKNC_01352,CDS,DUF5085 domain-containing protein,,,,,,,,,WP_048005088.1,0001217,UPI00064FD0E9,UniRef100_A0A0J5SIF2|UniRef50_A0A0J5SIF2|UniRef90_A0A0J5SIF2
MPDKNC_01353,MPDKNC_01353,CDS,hypothetical protein,,,,,,,,,WP_056534410.1,0001217,UPI0006F1E78E,UniRef100_UPI0006F1E78E|UniRef50_A0A5D4RWD6|UniRef90_A0A5D4RWD6
MPDKNC_01354,MPDKNC_01354,CDS,ABC transporter ATPase,,,,,,,,,WP_142245858.1,0001217,UPI000B0509EB,UniRef100_A0A5D4RXZ5|UniRef50_A0A0M0G515|UniRef90_A0A5D4RXZ5
